Trait,gene,category
I9_HYPTENS,CDH11,both_missed
I9_HYPTENS,CDH13,both_missed
I9_HYPTENS,CDH8,both_missed
I9_HYPTENS,CDK8,both_missed
I9_HYPTENS,CDKAL1,both_missed
I9_HYPTENS,CDKN1B,both_missed
I9_HYPTENS,CDKN2B,both_missed
I9_HYPTENS,CECR2,both_missed
I9_HYPTENS,CELA2A,both_missed
I9_HYPTENS,CEP120,both_missed
I9_HYPTENS,CEP170,both_missed
I9_HYPTENS,CEP68,both_missed
I9_HYPTENS,CERS5,both_missed
I9_HYPTENS,CHCHD4,both_missed
I9_HYPTENS,CHD6,both_missed
I9_HYPTENS,CHD9,both_missed
I9_HYPTENS,CHDH,both_missed
I9_HYPTENS,CHMP1A,both_missed
I9_HYPTENS,CHRNA3,both_missed
I9_HYPTENS,CHRNB4,both_missed
I9_HYPTENS,CHST8,both_missed
I9_HYPTENS,CLCN6,both_missed
I9_HYPTENS,CLCNKA,both_missed
I9_HYPTENS,CLIC4,both_missed
I9_HYPTENS,CLINT1,both_missed
I9_HYPTENS,CLN8,both_missed
I9_HYPTENS,CLNK,both_missed
I9_HYPTENS,CLOCK,both_missed
I9_HYPTENS,CMIP,both_missed
I9_HYPTENS,CNNM2,both_missed
I9_HYPTENS,CNOT2,both_missed
I9_HYPTENS,COL4A1,both_missed
I9_HYPTENS,COL4A4,both_missed
I9_HYPTENS,COL4A5,both_missed
I9_HYPTENS,COP1,both_missed
I9_HYPTENS,CPEB4,both_missed
I9_HYPTENS,CPS1,both_missed
I9_HYPTENS,CPSF6,both_missed
I9_HYPTENS,CPT1A,both_missed
I9_HYPTENS,CREB3L1,both_missed
I9_HYPTENS,CRIM1,both_missed
I9_HYPTENS,CRTAC1,both_missed
I9_HYPTENS,CRTC3,both_missed
I9_HYPTENS,CSF1R,both_missed
I9_HYPTENS,CSNK1G3,both_missed
I9_HYPTENS,CSRNP3,both_missed
I9_HYPTENS,CTNNA3,both_missed
I9_HYPTENS,CUX1,both_missed
I9_HYPTENS,CUX2,both_missed
I9_HYPTENS,CXADR,both_missed
I9_HYPTENS,DACH1,both_missed
I9_HYPTENS,DARS2,both_missed
I9_HYPTENS,DBH,both_missed
I9_HYPTENS,DCBLD2,both_missed
I9_HYPTENS,DCC,both_missed
I9_HYPTENS,DDHD2,both_missed
I9_HYPTENS,DDOST,both_missed
I9_HYPTENS,DDX20,both_missed
I9_HYPTENS,DEFB136,both_missed
I9_HYPTENS,DENND5A,both_missed
I9_HYPTENS,DGKD,both_missed
I9_HYPTENS,DGKH,both_missed
I9_HYPTENS,DGKZ,both_missed
I9_HYPTENS,DIP2B,both_missed
I9_HYPTENS,DIPK1A,both_missed
I9_HYPTENS,DIPK2A,both_missed
I9_HYPTENS,DLC1,both_missed
I9_HYPTENS,DMBX1,both_missed
I9_HYPTENS,DNAH6,both_missed
I9_HYPTENS,DNAJC1,both_missed
I9_HYPTENS,DNASE2B,both_missed
I9_HYPTENS,DNMT3A,both_missed
I9_HYPTENS,DUSP16,both_missed
I9_HYPTENS,DZIP1L,both_missed
I9_HYPTENS,EBF1,both_missed
I9_HYPTENS,EDA2R,both_missed
I9_HYPTENS,EFR3B,both_missed
I9_HYPTENS,EIF2AK4,both_missed
I9_HYPTENS,ELOVL6,both_missed
I9_HYPTENS,EMC10,both_missed
I9_HYPTENS,EML6,both_missed
I9_HYPTENS,ENG,both_missed
I9_HYPTENS,ENPEP,both_missed
I9_HYPTENS,ENPP6,both_missed
I9_HYPTENS,EOMES,both_missed
I9_HYPTENS,EP400,both_missed
I9_HYPTENS,ERAP1,both_missed
I9_HYPTENS,ERAP2,both_missed
I9_HYPTENS,ERG,both_missed
I9_HYPTENS,ERI1,both_missed
I9_HYPTENS,ERMAP,both_missed
I9_HYPTENS,EXD1,both_missed
I9_HYPTENS,F12,both_missed
I9_HYPTENS,FAF2,both_missed
I9_HYPTENS,FAIM2,both_missed
I9_HYPTENS,FAM133B,both_missed
I9_HYPTENS,FAM167A,both_missed
I9_HYPTENS,FAM186B,both_missed
I9_HYPTENS,FAM193A,both_missed
I9_HYPTENS,FANCL,both_missed
I9_HYPTENS,FAT3,both_missed
I9_HYPTENS,FBF1,both_missed
I9_HYPTENS,FBRSL1,both_missed
I9_HYPTENS,FBXL17,both_missed
I9_HYPTENS,FBXO21,both_missed
I9_HYPTENS,FBXO22,both_missed
I9_HYPTENS,FERMT1,both_missed
I9_HYPTENS,FERMT2,both_missed
I9_HYPTENS,FGD5,both_missed
I9_HYPTENS,FGF5,both_missed
I9_HYPTENS,FGF9,both_missed
I9_HYPTENS,FGL1,both_missed
I9_HYPTENS,FIGN,both_missed
I9_HYPTENS,FLCN,both_missed
I9_HYPTENS,FLT1,both_missed
I9_HYPTENS,FNDC3B,both_missed
I9_HYPTENS,FOSL2,both_missed
I9_HYPTENS,FOXC1,both_missed
I9_HYPTENS,FOXP2,both_missed
I9_HYPTENS,FRMD3,both_missed
I9_HYPTENS,FTO,both_missed
I9_HYPTENS,FUT2,both_missed
I9_HYPTENS,FXYD6,both_missed
I9_HYPTENS,GABRA1,both_missed
I9_HYPTENS,GABRA2,both_missed
I9_HYPTENS,GABRA3,both_missed
I9_HYPTENS,GABRA4,both_missed
I9_HYPTENS,GABRA5,both_missed
I9_HYPTENS,GABRA6,both_missed
I9_HYPTENS,GABRB1,both_missed
I9_HYPTENS,GABRB2,both_missed
I9_HYPTENS,GABRB3,both_missed
I9_HYPTENS,GABRD,both_missed
I9_HYPTENS,GABRE,both_missed
I9_HYPTENS,GABRG1,both_missed
I9_HYPTENS,GABRG2,both_missed
I9_HYPTENS,GABRG3,both_missed
I9_HYPTENS,GABRQ,both_missed
I9_HYPTENS,GALNT13,both_missed
I9_HYPTENS,GATA4,both_missed
I9_HYPTENS,GATA5,both_missed
I9_HYPTENS,GCFC2,both_missed
I9_HYPTENS,GCK,both_missed
I9_HYPTENS,GDF2,both_missed
I9_HYPTENS,GIMAP1,both_missed
I9_HYPTENS,GIT2,both_missed
I9_HYPTENS,GLCCI1,both_missed
I9_HYPTENS,GLI2,both_missed
I9_HYPTENS,GLIS3,both_missed
I9_HYPTENS,GLRX3,both_missed
I9_HYPTENS,GMDS,both_missed
I9_HYPTENS,GNS,both_missed
I9_HYPTENS,GOSR2,both_missed
I9_HYPTENS,GPATCH2,both_missed
I9_HYPTENS,GPR139,both_missed
I9_HYPTENS,GRIA1,both_missed
I9_HYPTENS,GRIK1,both_missed
I9_HYPTENS,GRIK4,both_missed
I9_HYPTENS,GRK6,both_missed
I9_HYPTENS,GSTO2,both_missed
I9_HYPTENS,GTF2B,both_missed
I9_HYPTENS,GTF2I,both_missed
I9_HYPTENS,GTF2IRD2,both_missed
I9_HYPTENS,GUCY1A1,both_missed
I9_HYPTENS,GUCY1A2,both_missed
I9_HYPTENS,GUCY1B1,both_missed
I9_HYPTENS,HAAO,both_missed
I9_HYPTENS,HDAC7,both_missed
I9_HYPTENS,HECTD4,both_missed
I9_HYPTENS,HIBADH,both_missed
I9_HYPTENS,HIC1,both_missed
I9_HYPTENS,HIF3A,both_missed
I9_HYPTENS,HIPK2,both_missed
I9_HYPTENS,HIVEP2,both_missed
I9_HYPTENS,HIVEP3,both_missed
I9_HYPTENS,HLX,both_missed
I9_HYPTENS,HMGA1,both_missed
I9_HYPTENS,HMGCR,both_missed
I9_HYPTENS,HNF4G,both_missed
I9_HYPTENS,HRH1,both_missed
I9_HYPTENS,HSD17B10,both_missed
I9_HYPTENS,HSD17B12,both_missed
I9_HYPTENS,HSDL2,both_missed
I9_HYPTENS,HSF2,both_missed
I9_HYPTENS,HSF5,both_missed
I9_HYPTENS,HSPA4,both_missed
I9_HYPTENS,HYDIN,both_missed
I9_HYPTENS,ICE2,both_missed
I9_HYPTENS,IFNGR2,both_missed
I9_HYPTENS,IGF2BP1,both_missed
I9_HYPTENS,INHBA,both_missed
I9_HYPTENS,INPP4B,both_missed
I9_HYPTENS,INPP5A,both_missed
I9_HYPTENS,IRAK1BP1,both_missed
I9_HYPTENS,IRX1,both_missed
I9_HYPTENS,ITGA4,both_missed
I9_HYPTENS,ITGA8,both_missed
I9_HYPTENS,ITGB5,both_missed
I9_HYPTENS,JARID2,both_missed
I9_HYPTENS,JAZF1,both_missed
I9_HYPTENS,JMJD1C,both_missed
I9_HYPTENS,JPH2,both_missed
I9_HYPTENS,KALRN,both_missed
I9_HYPTENS,KANSL1,both_missed
I9_HYPTENS,KCNH2,both_missed
I9_HYPTENS,KCNH3,both_missed
I9_HYPTENS,KCNJ11,both_missed
I9_HYPTENS,KCNJ12,both_missed
I9_HYPTENS,KCNJ8,both_missed
I9_HYPTENS,KCNK2,both_missed
I9_HYPTENS,KCNK3,both_missed
I9_HYPTENS,KCNN2,both_missed
I9_HYPTENS,KDM2B,both_missed
I9_HYPTENS,KDM4B,both_missed
I9_HYPTENS,KIF18A,both_missed
I9_HYPTENS,KIF20B,both_missed
I9_HYPTENS,KIF23,both_missed
I9_HYPTENS,KIF2A,both_missed
I9_HYPTENS,KLF13,both_missed
I9_HYPTENS,KLF3,both_missed
I9_HYPTENS,KLF5,both_missed
I9_HYPTENS,KLHL21,both_missed
I9_HYPTENS,KLHL3,both_missed
I9_HYPTENS,KLHL8,both_missed
I9_HYPTENS,KREMEN1,both_missed
I9_HYPTENS,KYAT3,both_missed
I9_HYPTENS,L2HGDH,both_missed
I9_HYPTENS,L3MBTL4,both_missed
I9_HYPTENS,LAP3,both_missed
I9_HYPTENS,LAYN,both_missed
I9_HYPTENS,LCORL,both_missed
I9_HYPTENS,LEF1,both_missed
I9_HYPTENS,LGR4,both_missed
I9_HYPTENS,LHFPL2,both_missed
I9_HYPTENS,LIFR,both_missed
I9_HYPTENS,LIMA1,both_missed
I9_HYPTENS,LINGO2,both_missed
I9_HYPTENS,LMAN1L,both_missed
I9_HYPTENS,LMCD1,both_missed
I9_HYPTENS,LPA,both_missed
I9_HYPTENS,LRFN2,both_missed
I9_HYPTENS,LRP12,both_missed
I9_HYPTENS,LRP4,both_missed
I9_HYPTENS,LRRN2,both_missed
I9_HYPTENS,LSP1,both_missed
I9_HYPTENS,MAD1L1,both_missed
I9_HYPTENS,MADD,both_missed
I9_HYPTENS,MAL2,both_missed
I9_HYPTENS,MAOA,both_missed
I9_HYPTENS,MAOB,both_missed
I9_HYPTENS,MAP4K3,both_missed
I9_HYPTENS,MAP9,both_missed
I9_HYPTENS,MARCKS,both_missed
I9_HYPTENS,MARK3,both_missed
I9_HYPTENS,MAS1,both_missed
I9_HYPTENS,MAST4,both_missed
I9_HYPTENS,MBNL2,both_missed
I9_HYPTENS,MCF2L,both_missed
I9_HYPTENS,MECOM,both_missed
I9_HYPTENS,MEF2A,both_missed
I9_HYPTENS,MEF2C,both_missed
I9_HYPTENS,MEOX2,both_missed
I9_HYPTENS,METRNL,both_missed
I9_HYPTENS,METTL15,both_missed
I9_HYPTENS,MEX3C,both_missed
I9_HYPTENS,MFHAS1,both_missed
I9_HYPTENS,MKRN2,both_missed
I9_HYPTENS,MLLT10,both_missed
I9_HYPTENS,MORC3,both_missed
I9_HYPTENS,MOV10,both_missed
I9_HYPTENS,MPI,both_missed
I9_HYPTENS,MPPED2,both_missed
I9_HYPTENS,MRAS,both_missed
I9_HYPTENS,MSL2,both_missed
I9_HYPTENS,MSRA,both_missed
I9_HYPTENS,MST1,both_missed
I9_HYPTENS,MSX2,both_missed
I9_HYPTENS,MTIF2,both_missed
I9_HYPTENS,MTX2,both_missed
I9_HYPTENS,MXI1,both_missed
I9_HYPTENS,MYEOV,both_missed
I9_HYPTENS,MYL2,both_missed
I9_HYPTENS,MYO15A,both_missed
I9_HYPTENS,MYO9B,both_missed
I9_HYPTENS,MYT1L,both_missed
I9_HYPTENS,NAA16,both_missed
I9_HYPTENS,NAB1,both_missed
I9_HYPTENS,NADK,both_missed
I9_HYPTENS,NAF1,both_missed
I9_HYPTENS,NCALD,both_missed
I9_HYPTENS,NCAPG,both_missed
I9_HYPTENS,NCF1,both_missed
I9_HYPTENS,NCOA7,both_missed
I9_HYPTENS,NDE1,both_missed
I9_HYPTENS,NDP,both_missed
I9_HYPTENS,NDUFS4,both_missed
I9_HYPTENS,NDUFS6,both_missed
I9_HYPTENS,NDUFV2,both_missed
I9_HYPTENS,NEBL,both_missed
I9_HYPTENS,NEDD4L,both_missed
I9_HYPTENS,NEK10,both_missed
I9_HYPTENS,NFATC2,both_missed
I9_HYPTENS,NFE2L2,both_missed
I9_HYPTENS,NFU1,both_missed
I9_HYPTENS,NINJ1,both_missed
I9_HYPTENS,NISCH,both_missed
I9_HYPTENS,NKAIN2,both_missed
I9_HYPTENS,NMT1,both_missed
I9_HYPTENS,NOC3L,both_missed
I9_HYPTENS,NOP58,both_missed
I9_HYPTENS,NRIP1,both_missed
I9_HYPTENS,NRXN3,both_missed
I9_HYPTENS,NSD1,both_missed
I9_HYPTENS,NT5C2,both_missed
I9_HYPTENS,NUDT9,both_missed
I9_HYPTENS,NUS1,both_missed
I9_HYPTENS,OAF,both_missed
I9_HYPTENS,OAS3,both_missed
I9_HYPTENS,OBSCN,both_missed
I9_HYPTENS,OCLN,both_missed
I9_HYPTENS,ONECUT1,both_missed
I9_HYPTENS,ONECUT2,both_missed
I9_HYPTENS,OR10AD1,both_missed
I9_HYPTENS,OR4A47,both_missed
I9_HYPTENS,OR4C12,both_missed
I9_HYPTENS,OR4C3,both_missed
I9_HYPTENS,OR4C5,both_missed
I9_HYPTENS,P2RX4,both_missed
I9_HYPTENS,PACRG,both_missed
I9_HYPTENS,PAPPA2,both_missed
I9_HYPTENS,PAQR5,both_missed
I9_HYPTENS,PATJ,both_missed
I9_HYPTENS,PAX2,both_missed
I9_HYPTENS,PAX5,both_missed
I9_HYPTENS,PCCB,both_missed
I9_HYPTENS,PCDH18,both_missed
I9_HYPTENS,PDE10A,both_missed
I9_HYPTENS,PDE1B,both_missed
I9_HYPTENS,PDE1C,both_missed
I9_HYPTENS,PDE3B,both_missed
I9_HYPTENS,PDE4B,both_missed
I9_HYPTENS,PDE4C,both_missed
I9_HYPTENS,PDE4D,both_missed
I9_HYPTENS,PDE6A,both_missed
I9_HYPTENS,PDE6B,both_missed
I9_HYPTENS,PDE6C,both_missed
I9_HYPTENS,PDE6D,both_missed
I9_HYPTENS,PDE7A,both_missed
I9_HYPTENS,PDE7B,both_missed
I9_HYPTENS,PDE8A,both_missed
I9_HYPTENS,PDE8B,both_missed
I9_HYPTENS,PDE9A,both_missed
I9_HYPTENS,PDILT,both_missed
I9_HYPTENS,PECAM1,both_missed
I9_HYPTENS,PGBD2,both_missed
I9_HYPTENS,PGD,both_missed
I9_HYPTENS,PHC3,both_missed
I9_HYPTENS,PHETA1,both_missed
I9_HYPTENS,PHIP,both_missed
I9_HYPTENS,PHTF2,both_missed
I9_HYPTENS,PIM1,both_missed
I9_HYPTENS,PINX1,both_missed
I9_HYPTENS,PIP4K2B,both_missed
I9_HYPTENS,PITX2,both_missed
I9_HYPTENS,PIWIL1,both_missed
I9_HYPTENS,PKD1,both_missed
I9_HYPTENS,PKD2,both_missed
I9_HYPTENS,PKHD1,both_missed
I9_HYPTENS,PKIA,both_missed
I9_HYPTENS,PKN2,both_missed
I9_HYPTENS,PKP4,both_missed
I9_HYPTENS,PLA2R1,both_missed
I9_HYPTENS,PLB1,both_missed
I9_HYPTENS,PLCE1,both_missed
I9_HYPTENS,PLEKHA1,both_missed
I9_HYPTENS,PLEKHG1,both_missed
I9_HYPTENS,PLPP3,both_missed
I9_HYPTENS,PODXL,both_missed
I9_HYPTENS,POM121C,both_missed
I9_HYPTENS,PPL,both_missed
I9_HYPTENS,PPP1R3B,both_missed
I9_HYPTENS,PPP2R2A,both_missed
I9_HYPTENS,PPP4R3B,both_missed
I9_HYPTENS,PRAG1,both_missed
I9_HYPTENS,PRDM16,both_missed
I9_HYPTENS,PRDM6,both_missed
I9_HYPTENS,PRELID3B,both_missed
I9_HYPTENS,PREX1,both_missed
I9_HYPTENS,PRKAG2,both_missed
I9_HYPTENS,PRKAR1A,both_missed
I9_HYPTENS,PRKD3,both_missed
I9_HYPTENS,PRL,both_missed
I9_HYPTENS,PRR16,both_missed
I9_HYPTENS,PRTFDC1,both_missed
I9_HYPTENS,PSD2,both_missed
I9_HYPTENS,PTGIS,both_missed
I9_HYPTENS,PTGS1,both_missed
I9_HYPTENS,PTP4A3,both_missed
I9_HYPTENS,PTPN12,both_missed
I9_HYPTENS,PTPRD,both_missed
I9_HYPTENS,PTPRE,both_missed
I9_HYPTENS,PTPRT,both_missed
I9_HYPTENS,RAD51B,both_missed
I9_HYPTENS,RANBP17,both_missed
I9_HYPTENS,RARB,both_missed
I9_HYPTENS,RASGRF1,both_missed
I9_HYPTENS,RBFOX1,both_missed
I9_HYPTENS,RBMS2,both_missed
I9_HYPTENS,RBP1,both_missed
I9_HYPTENS,RBPMS,both_missed
I9_HYPTENS,REEP1,both_missed
I9_HYPTENS,REEP3,both_missed
I9_HYPTENS,REXO1,both_missed
I9_HYPTENS,RGL3,both_missed
I9_HYPTENS,RGS6,both_missed
I9_HYPTENS,RGS7,both_missed
I9_HYPTENS,RGS7BP,both_missed
I9_HYPTENS,RHCG,both_missed
I9_HYPTENS,RIMKLB,both_missed
I9_HYPTENS,RMC1,both_missed
I9_HYPTENS,RNF43,both_missed
I9_HYPTENS,ROCK1,both_missed
I9_HYPTENS,RORA,both_missed
I9_HYPTENS,RP1L1,both_missed
I9_HYPTENS,RPL6,both_missed
I9_HYPTENS,RSBN1L,both_missed
I9_HYPTENS,RSPO3,both_missed
I9_HYPTENS,RUNX3,both_missed
I9_HYPTENS,RYK,both_missed
I9_HYPTENS,RYR3,both_missed
I9_HYPTENS,SAG,both_missed
I9_HYPTENS,SARS2,both_missed
I9_HYPTENS,SAV1,both_missed
I9_HYPTENS,SBF2,both_missed
I9_HYPTENS,SCN10A,both_missed
I9_HYPTENS,SCN11A,both_missed
I9_HYPTENS,SCN1A,both_missed
I9_HYPTENS,SCN2A,both_missed
I9_HYPTENS,SCN3A,both_missed
I9_HYPTENS,SCN4A,both_missed
I9_HYPTENS,SCN5A,both_missed
I9_HYPTENS,SCN7A,both_missed
I9_HYPTENS,SCN8A,both_missed
I9_HYPTENS,SCN9A,both_missed
I9_HYPTENS,SCNN1A,both_missed
I9_HYPTENS,SCNN1B,both_missed
I9_HYPTENS,SCNN1G,both_missed
I9_HYPTENS,SDCCAG8,both_missed
I9_HYPTENS,SERPINI1,both_missed
I9_HYPTENS,SESN1,both_missed
I9_HYPTENS,SETBP1,both_missed
I9_HYPTENS,SFI1,both_missed
I9_HYPTENS,SH3TC2,both_missed
I9_HYPTENS,SHH,both_missed
I9_HYPTENS,SHROOM3,both_missed
I9_HYPTENS,SIK1,both_missed
I9_HYPTENS,SIK3,both_missed
I9_HYPTENS,SIPA1,both_missed
I9_HYPTENS,SIPA1L1,both_missed
I9_HYPTENS,SIPA1L2,both_missed
I9_HYPTENS,SLC12A1,both_missed
I9_HYPTENS,SLC12A3,both_missed
I9_HYPTENS,SLC18A2,both_missed
I9_HYPTENS,SLC22A1,both_missed
I9_HYPTENS,SLC22A5,both_missed
I9_HYPTENS,SLC25A37,both_missed
I9_HYPTENS,SLC29A1,both_missed
I9_HYPTENS,SLC2A4,both_missed
I9_HYPTENS,SLC35F1,both_missed
I9_HYPTENS,SLC39A11,both_missed
I9_HYPTENS,SLC39A12,both_missed
I9_HYPTENS,SLC39A8,both_missed
I9_HYPTENS,SLC43A3,both_missed
I9_HYPTENS,SLC45A1,both_missed
I9_HYPTENS,SLC4A10,both_missed
I9_HYPTENS,SLC4A7,both_missed
I9_HYPTENS,SLC6A2,both_missed
I9_HYPTENS,SLC7A1,both_missed
I9_HYPTENS,SLC7A2,both_missed
I9_HYPTENS,SLC8A1,both_missed
I9_HYPTENS,SLCO2A1,both_missed
I9_HYPTENS,SLITRK5,both_missed
I9_HYPTENS,SMAD6,both_missed
I9_HYPTENS,SMAD9,both_missed
I9_HYPTENS,SMARCA2,both_missed
I9_HYPTENS,SMOC1,both_missed
I9_HYPTENS,SMOX,both_missed
I9_HYPTENS,SNTG1,both_missed
I9_HYPTENS,SNX10,both_missed
I9_HYPTENS,SNX16,both_missed
I9_HYPTENS,SNX31,both_missed
I9_HYPTENS,SORBS1,both_missed
I9_HYPTENS,SORCS3,both_missed
I9_HYPTENS,SOS2,both_missed
I9_HYPTENS,SOX1,both_missed
I9_HYPTENS,SOX17,both_missed
I9_HYPTENS,SOX7,both_missed
I9_HYPTENS,SP4,both_missed
I9_HYPTENS,SPDYE5,both_missed
I9_HYPTENS,SPRY1,both_missed
I9_HYPTENS,SRCIN1,both_missed
I9_HYPTENS,SRGAP1,both_missed
I9_HYPTENS,ST3GAL4,both_missed
I9_HYPTENS,STIM2,both_missed
I9_HYPTENS,STK33,both_missed
I9_HYPTENS,STN1,both_missed
I9_HYPTENS,STOX1,both_missed
I9_HYPTENS,STXBP5,both_missed
I9_HYPTENS,SUPT4H1,both_missed
I9_HYPTENS,SVEP1,both_missed
I9_HYPTENS,SWAP70,both_missed
I9_HYPTENS,SYT14,both_missed
I9_HYPTENS,SYT8,both_missed
I9_HYPTENS,TBC1D19,both_missed
I9_HYPTENS,TBX2,both_missed
I9_HYPTENS,TBX3,both_missed
I9_HYPTENS,TBX4,both_missed
I9_HYPTENS,TBX5,both_missed
I9_HYPTENS,TBXAS1,both_missed
I9_HYPTENS,TCEA2,both_missed
I9_HYPTENS,TCERG1L,both_missed
I9_HYPTENS,TCF21,both_missed
I9_HYPTENS,TCF7L2,both_missed
I9_HYPTENS,TCIM,both_missed
I9_HYPTENS,TENM4,both_missed
I9_HYPTENS,TERT,both_missed
I9_HYPTENS,TEX14,both_missed
I9_HYPTENS,TEX15,both_missed
I9_HYPTENS,TFAP2B,both_missed
I9_HYPTENS,TFAP2D,both_missed
I9_HYPTENS,TFCP2L1,both_missed
I9_HYPTENS,TGFB2,both_missed
I9_HYPTENS,THADA,both_missed
I9_HYPTENS,THAP3,both_missed
I9_HYPTENS,TJAP1,both_missed
I9_HYPTENS,TMEM106B,both_missed
I9_HYPTENS,TMEM200A,both_missed
I9_HYPTENS,TMEM37,both_missed
I9_HYPTENS,TMEM60,both_missed
I9_HYPTENS,TMEM72,both_missed
I9_HYPTENS,TMEM87B,both_missed
I9_HYPTENS,TNFAIP8L3,both_missed
I9_HYPTENS,TNFSF12,both_missed
I9_HYPTENS,TNKS,both_missed
I9_HYPTENS,TNNI2,both_missed
I9_HYPTENS,TNS2,both_missed
I9_HYPTENS,TP53INP1,both_missed
I9_HYPTENS,TPPP,both_missed
I9_HYPTENS,TRA2B,both_missed
I9_HYPTENS,TRIM36,both_missed
I9_HYPTENS,TRIM59,both_missed
I9_HYPTENS,TRPM8,both_missed
I9_HYPTENS,TRPS1,both_missed
I9_HYPTENS,TSC22D2,both_missed
I9_HYPTENS,TSPAN1,both_missed
I9_HYPTENS,TSPAN14,both_missed
I9_HYPTENS,TSPAN6,both_missed
I9_HYPTENS,TTC13,both_missed
I9_HYPTENS,TTC21B,both_missed
I9_HYPTENS,TTC28,both_missed
I9_HYPTENS,TTC29,both_missed
I9_HYPTENS,TULP4,both_missed
I9_HYPTENS,TUT7,both_missed
I9_HYPTENS,UBASH3B,both_missed
I9_HYPTENS,UBE2E3,both_missed
I9_HYPTENS,UBR3,both_missed
I9_HYPTENS,UCK2,both_missed
I9_HYPTENS,UFL1,both_missed
I9_HYPTENS,UHRF1,both_missed
I9_HYPTENS,ULK4,both_missed
I9_HYPTENS,UMOD,both_missed
I9_HYPTENS,UNC5C,both_missed
I9_HYPTENS,UPF3A,both_missed
I9_HYPTENS,USF3,both_missed
I9_HYPTENS,USP34,both_missed
I9_HYPTENS,USP38,both_missed
I9_HYPTENS,VDR,both_missed
I9_HYPTENS,VPS13B,both_missed
I9_HYPTENS,VRK2,both_missed
I9_HYPTENS,VTN,both_missed
I9_HYPTENS,WASF3,both_missed
I9_HYPTENS,WBP1L,both_missed
I9_HYPTENS,WDR11,both_missed
I9_HYPTENS,WDR91,both_missed
I9_HYPTENS,WNT2B,both_missed
I9_HYPTENS,WNT3,both_missed
I9_HYPTENS,WNT3A,both_missed
I9_HYPTENS,WNT6,both_missed
I9_HYPTENS,WNT9B,both_missed
I9_HYPTENS,WRN,both_missed
I9_HYPTENS,WWOX,both_missed
I9_HYPTENS,WWP2,both_missed
I9_HYPTENS,YPEL2,both_missed
I9_HYPTENS,ZBTB10,both_missed
I9_HYPTENS,ZBTB38,both_missed
I9_HYPTENS,ZC3HC1,both_missed
I9_HYPTENS,ZCCHC7,both_missed
I9_HYPTENS,ZDHHC18,both_missed
I9_HYPTENS,ZEB2,both_missed
I9_HYPTENS,ZFAND2A,both_missed
I9_HYPTENS,ZFAT,both_missed
I9_HYPTENS,ZFP36L1,both_missed
I9_HYPTENS,ZFP64,both_missed
I9_HYPTENS,ZFPM2,both_missed
I9_HYPTENS,ZMYM5,both_missed
I9_HYPTENS,ZNF33A,both_missed
I9_HYPTENS,ZNF385B,both_missed
I9_HYPTENS,ZNF423,both_missed
I9_HYPTENS,ZNF652,both_missed
I9_HYPTENS,ZNF827,both_missed
I9_HYPTENS,ZNRF3,both_missed
I9_HYPTENS,ZNRF4,both_missed
I9_HYPTENS,ZZEF1,both_missed
K11_IBD_STRICT,BACH2,only_emp_caught
K11_IBD_STRICT,BATF,only_emp_caught
K11_IBD_STRICT,CARD11,only_emp_caught
K11_IBD_STRICT,CARMIL1,only_emp_caught
K11_IBD_STRICT,CD200,only_emp_caught
K11_IBD_STRICT,CD244,only_emp_caught
K11_IBD_STRICT,CD6,only_emp_caught
K11_IBD_STRICT,CIITA,only_emp_caught
K11_IBD_STRICT,CISD1,only_emp_caught
K11_IBD_STRICT,CSF2RB,only_emp_caught
K11_IBD_STRICT,CYLD,only_emp_caught
K11_IBD_STRICT,ELF1,only_emp_caught
K11_IBD_STRICT,ELMO1,only_emp_caught
K11_IBD_STRICT,ERAP1,only_emp_caught
K11_IBD_STRICT,ERRFI1,only_emp_caught
K11_IBD_STRICT,FAM241A,only_emp_caught
K11_IBD_STRICT,FAM53B,only_emp_caught
K11_IBD_STRICT,FAS,only_emp_caught
K11_IBD_STRICT,FGFR3,only_emp_caught
K11_IBD_STRICT,HGFAC,only_emp_caught
K11_IBD_STRICT,IL18R1,only_emp_caught
K11_IBD_STRICT,IL18RAP,only_emp_caught
K11_IBD_STRICT,IL1RL1,only_emp_caught
K11_IBD_STRICT,IL37,only_emp_caught
K11_IBD_STRICT,IPMK,only_emp_caught
K11_IBD_STRICT,ITPKB,only_emp_caught
K11_IBD_STRICT,KLF3,only_emp_caught
K11_IBD_STRICT,NCF4,only_emp_caught
K11_IBD_STRICT,PDGFRA,only_emp_caught
K11_IBD_STRICT,PTPN22,only_emp_caught
K11_IBD_STRICT,RIPK2,only_emp_caught
K11_IBD_STRICT,RORC,only_emp_caught
K11_IBD_STRICT,SCN7A,only_emp_caught
K11_IBD_STRICT,SH2B3,only_emp_caught
K11_IBD_STRICT,SKAP2,only_emp_caught
K11_IBD_STRICT,SLC25A15,only_emp_caught
K11_IBD_STRICT,SPATS2L,only_emp_caught
K11_IBD_STRICT,THEMIS,only_emp_caught
K11_IBD_STRICT,TNFAIP3,only_emp_caught
K11_IBD_STRICT,TNFRSF14,only_emp_caught
K11_IBD_STRICT,TNFSF18,only_emp_caught
K11_IBD_STRICT,TNFSF8,only_emp_caught
K11_IBD_STRICT,TRIM22,only_emp_caught
K11_IBD_STRICT,ZC3H12C,only_emp_caught
K11_IBD_STRICT,ADCY3,only_topn_caught
K11_IBD_STRICT,ADCY7,only_topn_caught
