Trait,gene,category
AD_EO_EXMORE,ABCA7,only_emp_caught
AD_EO_EXMORE,ACHE,only_emp_caught
AD_EO_EXMORE,APH1B,only_emp_caught
AD_EO_EXMORE,BACE1,only_emp_caught
AD_EO_EXMORE,BCHE,only_emp_caught
AD_EO_EXMORE,CAND2,only_emp_caught
AD_EO_EXMORE,CHRNA2,only_emp_caught
AD_EO_EXMORE,COMP,only_emp_caught
AD_EO_EXMORE,CR1,only_emp_caught
AD_EO_EXMORE,CSF1R,only_emp_caught
AD_EO_EXMORE,CTSL,only_emp_caught
AD_EO_EXMORE,DDAH1,only_emp_caught
AD_EO_EXMORE,DSTN,only_emp_caught
AD_EO_EXMORE,EPM2A,only_emp_caught
AD_EO_EXMORE,FAM20B,only_emp_caught
AD_EO_EXMORE,ITGB4,only_emp_caught
AD_EO_EXMORE,KLKB1,only_emp_caught
AD_EO_EXMORE,LIPG,only_emp_caught
AD_EO_EXMORE,MPO,only_emp_caught
AD_EO_EXMORE,MTFR1,only_emp_caught
AD_EO_EXMORE,MTMR10,only_emp_caught
AD_EO_EXMORE,NEGR1,only_emp_caught
AD_EO_EXMORE,NEU1,only_emp_caught
AD_EO_EXMORE,PECAM1,only_emp_caught
AD_EO_EXMORE,PSG2,only_emp_caught
AD_EO_EXMORE,PTDSS1,only_emp_caught
AD_EO_EXMORE,PTPRN2,only_emp_caught
AD_EO_EXMORE,QPCT,only_emp_caught
AD_EO_EXMORE,SCLY,only_emp_caught
AD_EO_EXMORE,SLC24A4,only_emp_caught
AD_EO_EXMORE,TFPI,only_emp_caught
AD_EO_EXMORE,TRAPPC11,only_emp_caught
AD_EO_EXMORE,TREML2,only_emp_caught
AD_EO_EXMORE,TSPO,only_emp_caught
AD_EO_EXMORE,ZFHX3,only_emp_caught
AD_EO_EXMORE,ABL1,only_topn_caught
AD_EO_EXMORE,ACTR2,only_topn_caught
AD_EO_EXMORE,ANXA2,only_topn_caught
AD_EO_EXMORE,AP2M1,only_topn_caught
AD_EO_EXMORE,AP2S1,only_topn_caught
AD_EO_EXMORE,ARPC4,only_topn_caught
AD_EO_EXMORE,ATM,only_topn_caught
AD_EO_EXMORE,ATP5F1C,only_topn_caught
AD_EO_EXMORE,ATP8B4,only_topn_caught
AD_EO_EXMORE,AURKA,only_topn_caught
AD_EO_EXMORE,AURKB,only_topn_caught
AD_EO_EXMORE,BIN1,only_topn_caught
AD_EO_EXMORE,CANX,only_topn_caught
AD_EO_EXMORE,CAV1,only_topn_caught
AD_EO_EXMORE,CD33,only_topn_caught
AD_EO_EXMORE,CDC5L,only_topn_caught
AD_EO_EXMORE,CDK1,only_topn_caught
AD_EO_EXMORE,CDK2,only_topn_caught
AD_EO_EXMORE,CDK5,only_topn_caught
AD_EO_EXMORE,CDKN1A,only_topn_caught
AD_EO_EXMORE,CHRM1,only_topn_caught
AD_EO_EXMORE,CLTC,only_topn_caught
AD_EO_EXMORE,COPB1,only_topn_caught
AD_EO_EXMORE,CREB1,only_topn_caught
AD_EO_EXMORE,CSNK2B,only_topn_caught
AD_EO_EXMORE,CUL2,only_topn_caught
AD_EO_EXMORE,DHX15,only_topn_caught
AD_EO_EXMORE,DLD,only_topn_caught
AD_EO_EXMORE,DRD2,only_topn_caught
AD_EO_EXMORE,DYNC1I2,only_topn_caught
AD_EO_EXMORE,EGFR,only_topn_caught
AD_EO_EXMORE,EPS15L1,only_topn_caught
AD_EO_EXMORE,ESR1,only_topn_caught
AD_EO_EXMORE,ESR2,only_topn_caught
AD_EO_EXMORE,FLNA,only_topn_caught
AD_EO_EXMORE,GAK,only_topn_caught
AD_EO_EXMORE,GNG4,only_topn_caught
AD_EO_EXMORE,GOLGA2,only_topn_caught
AD_EO_EXMORE,GRN,only_topn_caught
AD_EO_EXMORE,GSK3B,only_topn_caught
AD_EO_EXMORE,HTR2C,only_topn_caught
AD_EO_EXMORE,JUN,only_topn_caught
AD_EO_EXMORE,KAT5,only_topn_caught
AD_EO_EXMORE,KIT,only_topn_caught
AD_EO_EXMORE,LAMTOR1,only_topn_caught
AD_EO_EXMORE,LAMTOR3,only_topn_caught
AD_EO_EXMORE,LILRB2,only_topn_caught
AD_EO_EXMORE,LMNA,only_topn_caught
AD_EO_EXMORE,LRRK2,only_topn_caught
AD_EO_EXMORE,MAPK14,only_topn_caught
AD_EO_EXMORE,MED1,only_topn_caught
AD_EO_EXMORE,MMP25,only_topn_caught
AD_EO_EXMORE,MTOR,only_topn_caught
AD_EO_EXMORE,NCK2,only_topn_caught
AD_EO_EXMORE,NCOR2,only_topn_caught
AD_EO_EXMORE,NCSTN,only_topn_caught
AD_EO_EXMORE,NDUFAB1,only_topn_caught
AD_EO_EXMORE,NDUFC2,only_topn_caught
AD_EO_EXMORE,NECAP2,only_topn_caught
AD_EO_EXMORE,NME4,only_topn_caught
AD_EO_EXMORE,NR3C1,only_topn_caught
AD_EO_EXMORE,OASL,only_topn_caught
AD_EO_EXMORE,PDGFRB,only_topn_caught
AD_EO_EXMORE,PICALM,only_topn_caught
AD_EO_EXMORE,PICK1,only_topn_caught
AD_EO_EXMORE,PIK3C2A,only_topn_caught
AD_EO_EXMORE,PIK3CB,only_topn_caught
AD_EO_EXMORE,PIK3R1,only_topn_caught
AD_EO_EXMORE,PIK3R2,only_topn_caught
AD_EO_EXMORE,PLCG2,only_topn_caught
AD_EO_EXMORE,PLK1,only_topn_caught
AD_EO_EXMORE,POLR2D,only_topn_caught
AD_EO_EXMORE,PPARG,only_topn_caught
AD_EO_EXMORE,PPP1CA,only_topn_caught
AD_EO_EXMORE,PPP1CB,only_topn_caught
AD_EO_EXMORE,PPP2R1A,only_topn_caught
AD_EO_EXMORE,PRKAB1,only_topn_caught
AD_EO_EXMORE,PSAP,only_topn_caught
AD_EO_EXMORE,PSEN1,only_topn_caught
AD_EO_EXMORE,PTPN1,only_topn_caught
AD_EO_EXMORE,PTPRJ,only_topn_caught
AD_EO_EXMORE,RAB7A,only_topn_caught
AD_EO_EXMORE,RAB9A,only_topn_caught
AD_EO_EXMORE,RAP2B,only_topn_caught
AD_EO_EXMORE,REEP5,only_topn_caught
AD_EO_EXMORE,RELA,only_topn_caught
AD_EO_EXMORE,SCARB2,only_topn_caught
AD_EO_EXMORE,SEC13,only_topn_caught
AD_EO_EXMORE,SF3B1,only_topn_caught
AD_EO_EXMORE,SKP2,only_topn_caught
AD_EO_EXMORE,SLC25A6,only_topn_caught
AD_EO_EXMORE,SREBF1,only_topn_caught
AD_EO_EXMORE,STAT3,only_topn_caught
AD_EO_EXMORE,TANK,only_topn_caught
AD_EO_EXMORE,TP53,only_topn_caught
AD_EO_EXMORE,TSPAN14,only_topn_caught
AD_EO_EXMORE,TTN,only_topn_caught
AD_EO_EXMORE,UBE2V2,only_topn_caught
AD_EO_EXMORE,ABCA1,both_caught
AD_EO_EXMORE,ABCG1,both_caught
AD_EO_EXMORE,ADAM10,both_caught
AD_EO_EXMORE,APOB,both_caught
AD_EO_EXMORE,APP,both_caught
AD_EO_EXMORE,CALR,both_caught
AD_EO_EXMORE,CALU,both_caught
AD_EO_EXMORE,CHRNA7,both_caught
AD_EO_EXMORE,CLU,both_caught
AD_EO_EXMORE,HIPK1,both_caught
AD_EO_EXMORE,IGFBP3,both_caught
AD_EO_EXMORE,ITGB3,both_caught
AD_EO_EXMORE,LRP1,both_caught
AD_EO_EXMORE,MAPT,both_caught
AD_EO_EXMORE,MMP3,both_caught
AD_EO_EXMORE,OLFM4,both_caught
AD_EO_EXMORE,PSEN2,both_caught
AD_EO_EXMORE,PTGS2,both_caught
AD_EO_EXMORE,SCARB1,both_caught
AD_EO_EXMORE,SCD,both_caught
AD_EO_EXMORE,SORL1,both_caught
AD_EO_EXMORE,TREM2,both_caught
AD_EO_EXMORE,VEGFC,both_caught
AD_EO_EXMORE,AASS,both_missed
AD_EO_EXMORE,ABCC9,both_missed
AD_EO_EXMORE,ABHD6,both_missed
AD_EO_EXMORE,ABI3,both_missed
AD_EO_EXMORE,ACACA,both_missed
AD_EO_EXMORE,ACE,both_missed
AD_EO_EXMORE,ACP5,both_missed
AD_EO_EXMORE,ACSL4,both_missed
AD_EO_EXMORE,ACY3,both_missed
AD_EO_EXMORE,ADAMTS8,both_missed
AD_EO_EXMORE,ADGRA3,both_missed
AD_EO_EXMORE,ADH5,both_missed
AD_EO_EXMORE,ADORA2B,both_missed
AD_EO_EXMORE,ADRA1A,both_missed
AD_EO_EXMORE,ADRA1B,both_missed
AD_EO_EXMORE,ADRA1D,both_missed
AD_EO_EXMORE,ADRA2A,both_missed
AD_EO_EXMORE,ADRA2B,both_missed
AD_EO_EXMORE,ADRA2C,both_missed
AD_EO_EXMORE,ADRB3,both_missed
AD_EO_EXMORE,AFF3,both_missed
AD_EO_EXMORE,AKAP10,both_missed
AD_EO_EXMORE,AKAP11,both_missed
AD_EO_EXMORE,AKAP8L,both_missed
AD_EO_EXMORE,ALDH8A1,both_missed
AD_EO_EXMORE,ALDH9A1,both_missed
AD_EO_EXMORE,ALPL,both_missed
AD_EO_EXMORE,ANKRD55,both_missed
AD_EO_EXMORE,ANO5,both_missed
AD_EO_EXMORE,AP3B1,both_missed
AD_EO_EXMORE,AP3D1,both_missed
AD_EO_EXMORE,AP3M1,both_missed
AD_EO_EXMORE,APH1A,both_missed
AD_EO_EXMORE,ARHGAP15,both_missed
AD_EO_EXMORE,ARHGAP8,both_missed
AD_EO_EXMORE,ARHGEF10L,both_missed
AD_EO_EXMORE,ARHGEF17,both_missed
AD_EO_EXMORE,ARL1,both_missed
AD_EO_EXMORE,ARNT,both_missed
AD_EO_EXMORE,ARPC5L,both_missed
AD_EO_EXMORE,ATF5,both_missed
AD_EO_EXMORE,ATOH8,both_missed
AD_EO_EXMORE,ATP10D,both_missed
AD_EO_EXMORE,ATP1A1,both_missed
AD_EO_EXMORE,ATP6V0A2,both_missed
AD_EO_EXMORE,ATP6V1A,both_missed
AD_EO_EXMORE,ATP6V1B2,both_missed
AD_EO_EXMORE,ATP6V1C1,both_missed
AD_EO_EXMORE,AUTS2,both_missed
AD_EO_EXMORE,AXL,both_missed
AD_EO_EXMORE,B4GALT1,both_missed
AD_EO_EXMORE,B4GALT2,both_missed
AD_EO_EXMORE,BARHL2,both_missed
AD_EO_EXMORE,BCL11A,both_missed
AD_EO_EXMORE,BCR,both_missed
AD_EO_EXMORE,BLOC1S5,both_missed
AD_EO_EXMORE,BMP2K,both_missed
AD_EO_EXMORE,BMS1,both_missed
AD_EO_EXMORE,BPIFA1,both_missed
AD_EO_EXMORE,BRD2,both_missed
AD_EO_EXMORE,BRD8,both_missed
AD_EO_EXMORE,BRSK2,both_missed
AD_EO_EXMORE,BTF3,both_missed
AD_EO_EXMORE,CACNA1A,both_missed
AD_EO_EXMORE,CAMK1D,both_missed
AD_EO_EXMORE,CAMK1G,both_missed
AD_EO_EXMORE,CAMK2N1,both_missed
AD_EO_EXMORE,CAMLG,both_missed
AD_EO_EXMORE,CAPN1,both_missed
AD_EO_EXMORE,CAPN2,both_missed
AD_EO_EXMORE,CAPNS1,both_missed
AD_EO_EXMORE,CAPNS2,both_missed
AD_EO_EXMORE,CASS4,both_missed
AD_EO_EXMORE,CAST,both_missed
AD_EO_EXMORE,CCDC6,both_missed
AD_EO_EXMORE,CCDC88A,both_missed
AD_EO_EXMORE,CCN3,both_missed
AD_EO_EXMORE,CCRL2,both_missed
AD_EO_EXMORE,CD2AP,both_missed
AD_EO_EXMORE,CDC25A,both_missed
AD_EO_EXMORE,CDC25B,both_missed
AD_EO_EXMORE,CDC25C,both_missed
AD_EO_EXMORE,CDC42EP5,both_missed
AD_EO_EXMORE,CDH13,both_missed
AD_EO_EXMORE,CDK11B,both_missed
AD_EO_EXMORE,CDK12,both_missed
AD_EO_EXMORE,CDK4,both_missed
AD_EO_EXMORE,CDK5R1,both_missed
AD_EO_EXMORE,CDK5R2,both_missed
AD_EO_EXMORE,CDKL1,both_missed
AD_EO_EXMORE,CDKN1C,both_missed
AD_EO_EXMORE,CDKN2A,both_missed
AD_EO_EXMORE,CDKN2B,both_missed
AD_EO_EXMORE,CDYL,both_missed
AD_EO_EXMORE,CELF4,both_missed
AD_EO_EXMORE,CEP170,both_missed
AD_EO_EXMORE,CEP68,both_missed
AD_EO_EXMORE,CGA,both_missed
AD_EO_EXMORE,CKMT1B,both_missed
AD_EO_EXMORE,CLINT1,both_missed
AD_EO_EXMORE,CLK2,both_missed
AD_EO_EXMORE,CLK3,both_missed
AD_EO_EXMORE,CLNK,both_missed
AD_EO_EXMORE,CNTNAP2,both_missed
AD_EO_EXMORE,CNTNAP5,both_missed
AD_EO_EXMORE,COG8,both_missed
AD_EO_EXMORE,COPA,both_missed
AD_EO_EXMORE,COPB2,both_missed
AD_EO_EXMORE,COPG1,both_missed
AD_EO_EXMORE,COPZ1,both_missed
AD_EO_EXMORE,COQ5,both_missed
AD_EO_EXMORE,CORO1C,both_missed
AD_EO_EXMORE,COX6A2,both_missed
AD_EO_EXMORE,COX7A1,both_missed
AD_EO_EXMORE,COX7B,both_missed
AD_EO_EXMORE,COX7B2,both_missed
AD_EO_EXMORE,COX7C,both_missed
AD_EO_EXMORE,CREB3L3,both_missed
AD_EO_EXMORE,CSNK1A1,both_missed
AD_EO_EXMORE,CSNK2A2,both_missed
AD_EO_EXMORE,CTCF,both_missed
AD_EO_EXMORE,CTDSP1,both_missed
AD_EO_EXMORE,CTSB,both_missed
AD_EO_EXMORE,CTSH,both_missed
AD_EO_EXMORE,CXXC1,both_missed
AD_EO_EXMORE,CYB5B,both_missed
AD_EO_EXMORE,CYB5R4,both_missed
AD_EO_EXMORE,CYSLTR1,both_missed
AD_EO_EXMORE,DDR2,both_missed
AD_EO_EXMORE,DDX39B,both_missed
AD_EO_EXMORE,DHX30,both_missed
AD_EO_EXMORE,DHX37,both_missed
AD_EO_EXMORE,DIAPH3,both_missed
AD_EO_EXMORE,DIMT1,both_missed
AD_EO_EXMORE,DIO2,both_missed
AD_EO_EXMORE,DIRAS2,both_missed
AD_EO_EXMORE,DLX2,both_missed
AD_EO_EXMORE,DNPEP,both_missed
AD_EO_EXMORE,DOCK3,both_missed
AD_EO_EXMORE,DPP4,both_missed
AD_EO_EXMORE,DRD1,both_missed
AD_EO_EXMORE,DRD3,both_missed
AD_EO_EXMORE,DRD4,both_missed
AD_EO_EXMORE,DRD5,both_missed
AD_EO_EXMORE,DSTYK,both_missed
AD_EO_EXMORE,DUSP2,both_missed
AD_EO_EXMORE,DYNLRB1,both_missed
AD_EO_EXMORE,DYRK1B,both_missed
AD_EO_EXMORE,E2F1,both_missed
AD_EO_EXMORE,ECE1,both_missed
AD_EO_EXMORE,EED,both_missed
AD_EO_EXMORE,EEF2,both_missed
AD_EO_EXMORE,ELMO2,both_missed
AD_EO_EXMORE,ELOVL7,both_missed
AD_EO_EXMORE,EMC4,both_missed
AD_EO_EXMORE,EPB41L1,both_missed
AD_EO_EXMORE,EPHA1,both_missed
AD_EO_EXMORE,EPHX2,both_missed
AD_EO_EXMORE,ERG,both_missed
AD_EO_EXMORE,ESRP2,both_missed
AD_EO_EXMORE,EVX2,both_missed
AD_EO_EXMORE,EXOC2,both_missed
AD_EO_EXMORE,FADS1,both_missed
AD_EO_EXMORE,FADS2,both_missed
AD_EO_EXMORE,FAHD2A,both_missed
AD_EO_EXMORE,FARP1,both_missed
AD_EO_EXMORE,FASTK,both_missed
AD_EO_EXMORE,FBP1,both_missed
AD_EO_EXMORE,FBXL22,both_missed
AD_EO_EXMORE,FBXO11,both_missed
AD_EO_EXMORE,FCF1,both_missed
AD_EO_EXMORE,FCRL2,both_missed
AD_EO_EXMORE,FECH,both_missed
AD_EO_EXMORE,FERMT2,both_missed
AD_EO_EXMORE,FGFR3,both_missed
AD_EO_EXMORE,FGGY,both_missed
AD_EO_EXMORE,FOSL1,both_missed
AD_EO_EXMORE,FOXK1,both_missed
AD_EO_EXMORE,FOXO3,both_missed
AD_EO_EXMORE,FRMD5,both_missed
AD_EO_EXMORE,FTCD,both_missed
AD_EO_EXMORE,FUZ,both_missed
AD_EO_EXMORE,GAB2,both_missed
AD_EO_EXMORE,GABRA4,both_missed
AD_EO_EXMORE,GABRB1,both_missed
AD_EO_EXMORE,GALM,both_missed
AD_EO_EXMORE,GBF1,both_missed
AD_EO_EXMORE,GDI1,both_missed
AD_EO_EXMORE,GGPS1,both_missed
AD_EO_EXMORE,GLIS3,both_missed
AD_EO_EXMORE,GLP1R,both_missed
AD_EO_EXMORE,GM2A,both_missed
AD_EO_EXMORE,GMPR,both_missed
AD_EO_EXMORE,GNPAT,both_missed
AD_EO_EXMORE,GOT1,both_missed
AD_EO_EXMORE,GPX1,both_missed
AD_EO_EXMORE,GRIA1,both_missed
AD_EO_EXMORE,GRIK1,both_missed
AD_EO_EXMORE,GRIK5,both_missed
AD_EO_EXMORE,GRIN1,both_missed
AD_EO_EXMORE,GRIN2A,both_missed
AD_EO_EXMORE,GRIN2B,both_missed
AD_EO_EXMORE,GRIN2C,both_missed
AD_EO_EXMORE,GRIN2D,both_missed
AD_EO_EXMORE,GRIN3A,both_missed
AD_EO_EXMORE,GRIN3B,both_missed
AD_EO_EXMORE,GSTO1,both_missed
AD_EO_EXMORE,GTF2I,both_missed
AD_EO_EXMORE,GTF2IRD1,both_missed
AD_EO_EXMORE,HAGH,both_missed
AD_EO_EXMORE,HAVCR2,both_missed
AD_EO_EXMORE,HCN2,both_missed
AD_EO_EXMORE,HCN4,both_missed
AD_EO_EXMORE,HCRTR2,both_missed
AD_EO_EXMORE,HEATR1,both_missed
AD_EO_EXMORE,HES4,both_missed
AD_EO_EXMORE,HEXB,both_missed
AD_EO_EXMORE,HFE,both_missed
AD_EO_EXMORE,HIC1,both_missed
AD_EO_EXMORE,HIF1A,both_missed
AD_EO_EXMORE,HINFP,both_missed
AD_EO_EXMORE,HLA-DQA2,both_missed
AD_EO_EXMORE,HMGCR,both_missed
AD_EO_EXMORE,HNF4G,both_missed
AD_EO_EXMORE,HSD17B12,both_missed
AD_EO_EXMORE,HTR1A,both_missed
AD_EO_EXMORE,HTR1B,both_missed
AD_EO_EXMORE,HTR2A,both_missed
AD_EO_EXMORE,HTR6,both_missed
AD_EO_EXMORE,IDUA,both_missed
AD_EO_EXMORE,IL34,both_missed
AD_EO_EXMORE,IL6R,both_missed
AD_EO_EXMORE,ILF3,both_missed
AD_EO_EXMORE,IMP3,both_missed
AD_EO_EXMORE,ING3,both_missed
AD_EO_EXMORE,INPP5D,both_missed
AD_EO_EXMORE,IPO13,both_missed
AD_EO_EXMORE,IPO7,both_missed
AD_EO_EXMORE,IRF4,both_missed
AD_EO_EXMORE,ITPKB,both_missed
AD_EO_EXMORE,JAZF1,both_missed
AD_EO_EXMORE,KAT7,both_missed
AD_EO_EXMORE,KAT8,both_missed
AD_EO_EXMORE,KCND3,both_missed
AD_EO_EXMORE,KCNG1,both_missed
AD_EO_EXMORE,KCNJ3,both_missed
AD_EO_EXMORE,KHDRBS2,both_missed
AD_EO_EXMORE,KIF18B,both_missed
AD_EO_EXMORE,KIF1A,both_missed
AD_EO_EXMORE,KMT2B,both_missed
AD_EO_EXMORE,KMT2C,both_missed
AD_EO_EXMORE,KRT86,both_missed
AD_EO_EXMORE,L3MBTL3,both_missed
AD_EO_EXMORE,LCMT1,both_missed
AD_EO_EXMORE,LILRA5,both_missed
AD_EO_EXMORE,LMNB1,both_missed
AD_EO_EXMORE,LRRC25,both_missed
AD_EO_EXMORE,LRRN2,both_missed
AD_EO_EXMORE,LSM6,both_missed
AD_EO_EXMORE,LTV1,both_missed
AD_EO_EXMORE,MAK,both_missed
AD_EO_EXMORE,MAP2K4,both_missed
AD_EO_EXMORE,MAP2K7,both_missed
AD_EO_EXMORE,MAP4K2,both_missed
AD_EO_EXMORE,MAST2,both_missed
AD_EO_EXMORE,MASTL,both_missed
AD_EO_EXMORE,MB21D2,both_missed
AD_EO_EXMORE,MCM10,both_missed
AD_EO_EXMORE,MDN1,both_missed
AD_EO_EXMORE,MELK,both_missed
AD_EO_EXMORE,MGAT1,both_missed
AD_EO_EXMORE,MINDY2,both_missed
AD_EO_EXMORE,MINK1,both_missed
AD_EO_EXMORE,MLPH,both_missed
AD_EO_EXMORE,MOB3B,both_missed
AD_EO_EXMORE,MORN3,both_missed
AD_EO_EXMORE,MPDZ,both_missed
AD_EO_EXMORE,MPRIP,both_missed
AD_EO_EXMORE,MRPL33,both_missed
AD_EO_EXMORE,MRPL34,both_missed
AD_EO_EXMORE,MRPL35,both_missed
AD_EO_EXMORE,MRPL36,both_missed
AD_EO_EXMORE,MRPL42,both_missed
AD_EO_EXMORE,MRPL45,both_missed
AD_EO_EXMORE,MRPS15,both_missed
AD_EO_EXMORE,MRPS17,both_missed
AD_EO_EXMORE,MRPS27,both_missed
AD_EO_EXMORE,MS4A4E,both_missed
AD_EO_EXMORE,MS4A6A,both_missed
AD_EO_EXMORE,MS4A6E,both_missed
AD_EO_EXMORE,MSRB2,both_missed
AD_EO_EXMORE,MT-ND1,both_missed
AD_EO_EXMORE,MTHFD1L,both_missed
AD_EO_EXMORE,MTMR12,both_missed
AD_EO_EXMORE,MTMR14,both_missed
AD_EO_EXMORE,MTMR3,both_missed
AD_EO_EXMORE,MTMR6,both_missed
AD_EO_EXMORE,MTMR9,both_missed
AD_EO_EXMORE,MVP,both_missed
AD_EO_EXMORE,MYL6B,both_missed
AD_EO_EXMORE,MYOM2,both_missed
AD_EO_EXMORE,NAGPA,both_missed
AD_EO_EXMORE,NDUFA5,both_missed
AD_EO_EXMORE,NDUFA6,both_missed
AD_EO_EXMORE,NDUFA7,both_missed
AD_EO_EXMORE,NDUFA8,both_missed
AD_EO_EXMORE,NDUFA9,both_missed
AD_EO_EXMORE,NDUFB10,both_missed
AD_EO_EXMORE,NDUFB4,both_missed
AD_EO_EXMORE,NDUFB6,both_missed
AD_EO_EXMORE,NDUFB7,both_missed
AD_EO_EXMORE,NDUFB9,both_missed
AD_EO_EXMORE,NDUFC1,both_missed
AD_EO_EXMORE,NDUFS1,both_missed
AD_EO_EXMORE,NDUFS2,both_missed
AD_EO_EXMORE,NDUFS4,both_missed
AD_EO_EXMORE,NDUFS5,both_missed
AD_EO_EXMORE,NDUFS6,both_missed
AD_EO_EXMORE,NDUFS8,both_missed
AD_EO_EXMORE,NDUFV1,both_missed
AD_EO_EXMORE,NDUFV2,both_missed
AD_EO_EXMORE,NEK1,both_missed
AD_EO_EXMORE,NEK6,both_missed
AD_EO_EXMORE,NEURL1,both_missed
AD_EO_EXMORE,NFATC2,both_missed
AD_EO_EXMORE,NFIB,both_missed
AD_EO_EXMORE,NFKB2,both_missed
AD_EO_EXMORE,NGLY1,both_missed
AD_EO_EXMORE,NICN1,both_missed
AD_EO_EXMORE,NISCH,both_missed
AD_EO_EXMORE,NKX2-3,both_missed
AD_EO_EXMORE,NOC3L,both_missed
AD_EO_EXMORE,NOC4L,both_missed
AD_EO_EXMORE,NOP16,both_missed
AD_EO_EXMORE,NOX4,both_missed
AD_EO_EXMORE,NR1H2,both_missed
AD_EO_EXMORE,NR2F2,both_missed
AD_EO_EXMORE,NRF1,both_missed
AD_EO_EXMORE,NRIP1,both_missed
AD_EO_EXMORE,NUAK2,both_missed
AD_EO_EXMORE,NUP160,both_missed
AD_EO_EXMORE,NUP205,both_missed
AD_EO_EXMORE,NUP88,both_missed
AD_EO_EXMORE,NUP93,both_missed
AD_EO_EXMORE,NVL,both_missed
AD_EO_EXMORE,OGG1,both_missed
AD_EO_EXMORE,PAF1,both_missed
AD_EO_EXMORE,PAM16,both_missed
AD_EO_EXMORE,PANK1,both_missed
AD_EO_EXMORE,PANK3,both_missed
AD_EO_EXMORE,PAPOLA,both_missed
AD_EO_EXMORE,PAPSS1,both_missed
AD_EO_EXMORE,PDE4B,both_missed
AD_EO_EXMORE,PDE7B,both_missed
AD_EO_EXMORE,PDE9A,both_missed
AD_EO_EXMORE,PDGFRA,both_missed
AD_EO_EXMORE,PFKL,both_missed
AD_EO_EXMORE,PFKP,both_missed
AD_EO_EXMORE,PHKG2,both_missed
AD_EO_EXMORE,PHOSPHO1,both_missed
AD_EO_EXMORE,PI4KB,both_missed
AD_EO_EXMORE,PIK3R6,both_missed
AD_EO_EXMORE,PIKFYVE,both_missed
AD_EO_EXMORE,PILRA,both_missed
AD_EO_EXMORE,PIM1,both_missed
AD_EO_EXMORE,PIP5K1A,both_missed
AD_EO_EXMORE,PITX2,both_missed
AD_EO_EXMORE,PLRG1,both_missed
AD_EO_EXMORE,PNO1,both_missed
AD_EO_EXMORE,PPAN,both_missed
AD_EO_EXMORE,PPP1R10,both_missed
AD_EO_EXMORE,PPP1R12A,both_missed
AD_EO_EXMORE,PPP1R15B,both_missed
AD_EO_EXMORE,PPP3CC,both_missed
AD_EO_EXMORE,PPP3R1,both_missed
AD_EO_EXMORE,PPP4R1,both_missed
AD_EO_EXMORE,PPT1,both_missed
AD_EO_EXMORE,PRDM7,both_missed
AD_EO_EXMORE,PRDM9,both_missed
AD_EO_EXMORE,PRDX1,both_missed
AD_EO_EXMORE,PRDX2,both_missed
AD_EO_EXMORE,PRICKLE1,both_missed
AD_EO_EXMORE,PRKCZ,both_missed
AD_EO_EXMORE,PRKD2,both_missed
AD_EO_EXMORE,PROK2,both_missed
AD_EO_EXMORE,PRRX1,both_missed
AD_EO_EXMORE,PRSS8,both_missed
AD_EO_EXMORE,PSENEN,both_missed
AD_EO_EXMORE,PSKH1,both_missed
AD_EO_EXMORE,PSME4,both_missed
AD_EO_EXMORE,PTGFR,both_missed
AD_EO_EXMORE,PTGS1,both_missed
AD_EO_EXMORE,PTH,both_missed
AD_EO_EXMORE,PTK2B,both_missed
AD_EO_EXMORE,PTPN12,both_missed
AD_EO_EXMORE,PTPRA,both_missed
AD_EO_EXMORE,PTPRD,both_missed
AD_EO_EXMORE,PTPRO,both_missed
AD_EO_EXMORE,PTPRS,both_missed
AD_EO_EXMORE,PURA,both_missed
AD_EO_EXMORE,PXK,both_missed
AD_EO_EXMORE,RAB20,both_missed
AD_EO_EXMORE,RABEP1,both_missed
AD_EO_EXMORE,RAD51C,both_missed
AD_EO_EXMORE,RANBP3,both_missed
AD_EO_EXMORE,RASGEF1C,both_missed
AD_EO_EXMORE,RBCK1,both_missed
AD_EO_EXMORE,RFX6,both_missed
AD_EO_EXMORE,RGMB,both_missed
AD_EO_EXMORE,RHOH,both_missed
AD_EO_EXMORE,RIN3,both_missed
AD_EO_EXMORE,RIOK2,both_missed
AD_EO_EXMORE,RIPK1,both_missed
AD_EO_EXMORE,RPH3A,both_missed
AD_EO_EXMORE,RPS6KC1,both_missed
AD_EO_EXMORE,RRM1,both_missed
AD_EO_EXMORE,RRM2B,both_missed
AD_EO_EXMORE,RRP15,both_missed
AD_EO_EXMORE,RSL24D1,both_missed
AD_EO_EXMORE,RXRG,both_missed
AD_EO_EXMORE,RYR2,both_missed
AD_EO_EXMORE,S100A13,both_missed
AD_EO_EXMORE,S100A4,both_missed
AD_EO_EXMORE,SAP30L,both_missed
AD_EO_EXMORE,SBF1,both_missed
AD_EO_EXMORE,SDCCAG8,both_missed
AD_EO_EXMORE,SDK1,both_missed
AD_EO_EXMORE,SEC14L1,both_missed
AD_EO_EXMORE,SERPINB6,both_missed
AD_EO_EXMORE,SH3BGRL,both_missed
AD_EO_EXMORE,SHARPIN,both_missed
AD_EO_EXMORE,SHMT1,both_missed
AD_EO_EXMORE,SHROOM1,both_missed
AD_EO_EXMORE,SIK3,both_missed
AD_EO_EXMORE,SLC18A2,both_missed
AD_EO_EXMORE,SLC22A23,both_missed
AD_EO_EXMORE,SLC25A4,both_missed
AD_EO_EXMORE,SLC35C1,both_missed
